oac308,98,120,156
oac309,115,149,183
oac310,154,185,205
oac311,173,204,224
oac312,194,220,235
oac313,43,72,112
oac314,66,92,131
oac315,100,117,151
oac316,144,150,179
oac317,159,161,185
oac318,183,182,200
oac319,207,206,214
oac320,41,108,171
oac321,85,134,192
oac322,112,145,198
oac323,132,161,211
oac324,154,176,220
oac325,203,210,237
oac326,220,224,240
oac327,44,59,99
oac328,60,78,118
oac329,102,109,144
oac330,121,124,157
oac331,149,149,176
oac332,173,170,192
oac333,196,194,206
oac334,57,93,156
oac335,83,115,174
oac336,115,136,191
oac337,157,167,209
oac338,193,196,228
oac339,211,212,233
oac340,229,228,236
oac341,66,62,93
oac342,100,101,123
oac343,122,123,144
oac344,135,152,176
oac345,156,174,198
oac346,179,188,204
oac347,221,223,229
oac348,55,64,116
oac349,83,82,128
oac350,120,123,166
oac351,138,137,175
oac352,161,156,191
oac353,181,177,204
oac354,193,189,206
oac355,64,81,144
oac356,79,90,153
oac357,121,120,177
oac358,137,143,196
oac359,156,157,202
oac360,202,200,229
oac361,217,215,231
oac362,49,42,78
oac363,82,69,105
oac364,100,86,122
oac365,121,110,145
oac366,128,117,150
oac367,142,132,163
oac368,160,155,183
oac369,56,56,109
oac370,82,75,120
oac371,98,88,132
oac372,117,110,152
oac373,142,136,171
oac374,178,170,196
oac375,186,180,201
oac376,74,67,134
oac377,100,87,148
oac378,118,103,162
oac379,136,127,179
oac380,154,147,191
oac381,186,175,209
oac382,206,199,221
oac383,63,52,108
oac384,85,70,121
oac385,100,84,131
oac386,120,105,152
oac387,133,121,164
oac388,158,147,184
oac389,169,165,194
oac390,72,61,128
oac391,98,81,146
oac392,117,98,160
oac393,134,117,174
oac394,149,137,185
oac395,172,161,202
oac396,188,183,216
oac397,60,41,84
oac398,81,60,101
oac399,94,71,110
oac400,128,104,138
oac401,147,123,155
oac402,178,166,187
oac403,205,199,207
oac404,64,49,103
oac405,77,58,110
oac406,93,72,120
oac407,127,107,152
oac408,168,153,188
oac409,188,175,201
oac410,205,196,209
oac411,87,55,122
oac412,109,73,137
oac413,130,94,153
oac414,146,111,166
oac415,187,158,199
oac416,197,181,215
oac417,215,203,223
oac418,103,57,123
oac419,118,76,138
oac420,153,111,164
oac421,177,137,184
oac422,198,172,209
oac423,208,184,213
oac424,216,193,216
oac425,86,47,86
oac426,99,59,99
oac427,109,71,106
oac428,138,105,134
oac429,153,126,155
oac430,169,144,166
oac431,185,169,183
oac432,120,59,123
oac433,133,77,137
oac434,151,97,152
oac435,183,137,182
oac436,215,186,213
oac437,225,208,225
oac438,233,225,233
oac439,148,61,123
oac440,168,82,141
oac441,178,100,153
oac442,202,145,185
oac443,222,188,211
oac444,234,211,226
oac445,238,220,226
oac446,118,48,85
oac447,129,47,88
oac448,147,68,106
oac449,156,89,119
oac450,170,114,140
oac451,202,175,186
oac452,216,199,205
oac453,177,46,119
oac454,194,47,121
oac455,204,107,154
oac456,219,144,181
oac457,234,181,205
oac458,242,211,223
oac459,246,230,235
oac460,137,35,83
oac461,155,33,87
oac462,161,68,110
oac463,171,106,135
oac464,186,110,141
oac465,187,142,159
oac466,214,189,198
oac467,200,48,122
oac468,216,40,120
oac469,210,91,146
oac470,227,149,186
oac471,236,147,183
oac472,241,205,221
oac473,246,227,233
oac474,157,34,82
oac475,169,50,96
oac476,171,76,110
oac477,185,111,137
oac478,197,132,155
oac479,199,157,171
oac480,210,183,192
oac481,232,42,120
oac482,234,67,132
oac483,238,128,169
oac484,244,177,201
oac485,247,211,224
oac486,249,231,237
oac487,249,242,244
oac488,215,46,103
oac489,221,90,132
oac490,229,146,172
oac491,228,145,165
oac492,233,178,192
oac493,236,210,218
oac494,236,221,226
oac495,232,47,90
oac496,233,47,101
oac497,234,82,113
oac498,237,115,135
oac499,242,144,161
oac500,245,181,190
oac501,248,223,228
oac502,161,37,75
oac503,164,60,88
oac504,168,86,106
oac505,179,112,123
oac506,179,134,141
oac507,191,158,165
oac508,198,175,181
oac509,187,42,85
oac510,191,69,100
oac511,193,97,117
oac512,205,129,140
oac513,209,156,162
oac514,224,187,192
oac515,233,210,214
oac516,212,47,93
oac517,218,78,111
oac518,221,110,133
oac519,222,120,130
oac520,226,138,149
oac521,232,175,179
oac522,245,224,227
oac523,120,42,54
oac524,124,59,72
oac525,132,74,82
oac526,142,103,111
oac527,156,122,129
oac528,156,130,135
oac529,165,155,158
oac530,165,58,69
oac531,167,62,82
oac532,170,88,103
oac533,177,108,111
oac534,186,138,146
oac535,198,169,170
oac536,198,188,190
oac537,212,44,85
oac538,213,50,97
oac539,230,115,132
oac540,236,147,161
oac541,243,183,189
oac542,244,212,216
oac543,246,234,234
oac544,232,50,85
oac545,238,107,117
oac546,239,128,135
oac547,243,153,158
oac548,247,209,208
oac549,248,229,231
oac550,247,237,233
oac551,185,39,77
oac552,189,62,90
oac553,193,92,106
oac554,215,117,127
oac555,220,165,169
oac556,233,194,196
oac557,238,216,217
oac558,214,44,85
oac559,217,71,99
oac560,221,105,119
oac561,237,150,158
oac562,240,184,185
oac563,246,228,230
oac564,245,234,233
oac565,151,34,60
oac566,154,58,74
oac567,173,96,105
oac568,177,113,119
oac569,191,154,158
oac570,195,171,175
oac571,204,196,199
oac572,229,41,73
oac573,232,82,96
oac574,235,108,115
oac575,241,154,152
oac576,245,198,192
oac577,246,219,214
oac578,247,237,233
oac579,180,42,62
oac580,185,62,76
oac581,189,91,96
oac582,205,134,131
oac583,223,173,170
oac584,224,190,187
oac585,225,208,206
oac586,211,46,70
oac587,216,72,87
oac588,220,107,111
oac589,229,150,146
oac590,232,182,177
oac591,233,199,196
oac592,235,218,213
oac593,206,47,67
oac594,210,69,80
oac595,215,100,102
oac596,233,148,140
oac597,239,180,170
oac598,241,202,190
oac599,244,221,210
oac600,142,44,52
oac601,159,65,62
oac602,177,88,82
oac603,193,124,113
oac604,195,139,126
oac605,211,164,153
oac606,223,191,178
oac607,190,36,52
oac608,193,55,64
oac609,193,83,82
oac610,211,123,113
oac611,227,161,149
oac612,226,176,164
oac613,225,193,181
oac614,210,41,50
oac615,213,50,52
oac616,227,97,78
oac617,232,118,101
oac618,235,136,116
oac619,242,182,164
oac620,243,205,185
oac621,146,42,49
oac622,148,57,51
oac623,148,72,66
oac624,165,106,100
oac625,161,117,109
oac626,169,137,126
oac627,180,155,147
oac628,210,43,42
oac629,215,63,44
oac630,217,85,51
oac631,235,128,83
oac632,244,176,137
oac633,245,196,165
oac634,246,217,195
oac635,133,45,42
oac636,132,58,42
oac637,136,71,50
oac638,145,81,56
oac639,145,90,67
oac640,154,110,85
oac641,163,134,110
oac642,186,62,48
oac643,189,81,45
oac644,194,101,58
oac645,195,116,69
oac646,195,132,84
oac647,195,140,102
oac648,197,164,131
oac649,214,75,39
oac650,220,97,43
oac651,237,141,75
oac652,239,160,101
oac653,240,179,136
oac654,243,191,150
oac655,245,206,168
oac656,172,47,45
oac657,178,82,50
oac658,193,103,64
oac659,194,117,79
oac660,205,141,104
oac661,206,158,128
oac662,206,178,146
oac663,191,48,44
oac664,199,80,44
oac665,212,116,71
oac666,218,136,94
oac667,229,161,121
oac668,231,180,149
oac669,231,203,183
oac670,216,63,44
oac671,224,93,37
oac672,229,112,43
oac673,235,153,89
oac674,244,196,146
oac675,245,218,181
oac676,246,231,214
oac677,218,92,33
oac678,223,109,32
oac679,227,128,37
oac680,242,169,86
oac681,247,203,145
oac682,247,216,173
oac683,247,226,194
oac684,185,78,40
oac685,187,87,41
oac686,199,106,47
oac687,216,134,63
oac688,215,152,80
oac689,227,179,132
oac690,215,197,179
oac691,241,105,31
oac692,245,125,39
oac693,247,149,59
oac694,249,176,85
oac695,249,199,140
oac696,250,229,196
oac697,250,244,228
oac698,154,68,41
oac699,170,85,41
oac700,174,102,54
oac701,190,128,69
oac702,203,150,111
oac703,204,167,134
oac704,217,187,162
oac705,195,86,38
oac706,200,104,35
oac707,204,123,40
oac708,222,164,81
oac709,220,171,107
oac710,229,188,134
oac711,231,210,175
oac712,223,97,36
oac713,229,116,30
oac714,234,141,38
oac715,241,168,60
oac716,240,178,82
oac717,241,188,110
oac718,240,208,154
oac719,153,69,39
oac720,155,84,41
oac721,164,104,54
oac722,177,128,67
oac723,177,144,109
oac724,188,168,139
oac725,212,199,182
oac726,210,96,38
oac727,213,114,41
oac728,220,139,58
oac729,226,164,80
oac730,225,184,134
oac731,226,205,165
oac732,242,229,207
oac733,142,72,42
oac734,146,84,36
oac735,150,100,41
oac736,164,125,56
oac737,162,131,70
oac738,170,145,95
oac739,186,166,129
oac740,192,97,47
oac741,197,112,40
oac742,202,136,50
oac743,208,159,68
oac744,205,167,89
oac745,202,173,114
oac746,223,201,153
oac747,161,82,42
oac748,179,104,41
oac749,180,119,55
oac750,196,138,71
oac751,192,141,90
oac752,206,168,126
oac753,228,206,183
oac754,223,111,36
oac755,230,135,40
oac756,236,158,65
oac757,245,179,88
oac758,244,196,138
oac759,247,211,153
oac760,249,230,203
oac761,243,126,34
oac762,247,151,39
oac763,249,173,69
oac764,249,197,123
oac765,250,218,162
oac766,250,226,186
oac767,249,232,207
oac768,165,97,40
oac769,180,119,43
oac770,190,138,77
oac771,204,168,124
oac772,205,173,141
oac773,213,188,165
oac774,223,207,194
oac775,210,122,36
oac776,216,142,44
oac777,226,167,86
oac778,229,189,137
oac779,238,205,162
oac780,238,214,185
oac781,236,221,206
oac782,177,109,39
oac783,179,123,47
oac784,179,123,35
oac785,194,148,66
oac786,202,170,108
oac787,200,178,139
oac788,209,194,165
oac789,247,146,30
oac790,249,171,44
oac791,249,184,68
oac792,250,206,122
oac793,250,217,149
oac794,251,236,202
oac795,251,245,226
oac796,191,120,35
oac797,202,141,41
oac798,221,168,83
oac799,222,180,112
oac800,231,208,165
oac801,237,218,188
oac802,236,229,214
oac803,236,161,28
oac804,243,181,30
oac805,247,200,72
oac806,246,211,118
oac807,247,221,156
oac808,246,231,194
oac809,245,237,216
oac810,251,180,31
oac811,251,200,32
oac812,251,214,76
oac813,251,226,125
oac814,252,235,164
oac815,251,246,207
oac816,252,248,228
oac817,208,157,38
oac818,210,160,49
oac819,209,168,71
oac820,213,179,69
oac821,210,188,119
oac822,207,188,141
oac823,226,212,171
oac824,222,157,34
oac825,230,173,36
oac826,231,183,66
oac827,229,204,123
oac828,227,213,160
oac829,236,225,176
oac830,242,238,202
oac831,160,113,36
oac832,160,127,51
oac833,171,150,93
oac834,171,159,124
oac835,189,177,142
oac836,195,190,165
oac837,205,200,181
oac838,154,115,33
oac839,169,135,49
oac840,187,152,34
oac841,188,160,97
oac842,200,176,103
oac843,196,177,143
oac844,208,190,142
oac845,245,182,33
oac846,248,204,35
oac847,245,205,84
oac848,248,216,65
oac849,244,224,129
oac850,239,221,161
oac851,246,237,200
oac852,251,208,35
oac853,251,222,56
oac854,251,230,38
oac855,251,234,129
oac856,250,239,128
oac857,249,239,188
oac858,249,243,181
oac859,159,135,32
oac860,180,159,35
oac861,190,170,43
oac862,202,187,95
oac863,200,186,125
oac864,210,199,158
oac865,222,217,197
oac866,116,103,43
oac867,133,118,39
oac868,141,122,66
oac869,149,131,77
oac870,167,155,104
oac871,166,154,119
oac872,173,165,135
oac873,123,129,39
oac874,148,146,35
oac875,165,165,74
oac876,182,182,109
oac877,188,187,138
oac878,207,204,171
oac879,219,218,199
oac880,142,138,44
oac881,163,157,39
oac882,170,154,76
oac883,170,156,92
oac884,185,181,130
oac885,194,192,153
oac886,193,193,163
oac887,226,192,37
oac888,232,205,39
oac889,236,217,70
oac890,235,219,106
oac891,241,230,150
oac892,239,229,177
oac893,235,231,207
oac894,246,214,38
oac895,248,227,41
oac896,250,239,73
oac897,250,240,112
oac898,250,244,156
oac899,250,243,185
oac900,249,245,217
oac901,82,72,76
oac902,103,94,97
oac903,124,116,119
oac904,152,147,148
oac905,177,172,173
oac906,202,198,199
oac907,224,221,220
oac908,42,34,38
oac909,252,252,252
